gene_id	log2FoldChange	pvalue
G894	0.543650446	0.006451332
G895	-0.860597263	0.006458328
G896	1.712364572	0.006504285
G897	-2.43827441	0.006516674
G898	1.400126425	0.006566068
G899	0.724227669	0.00658508
G900	-0.63219681	0.006625282
G901	1.099130029	0.006675349
G902	0.753610928	0.006693042
G903	0.962933702	0.006695361
G904	0.847978723	0.006703676
G905	0.757857972	0.006739651
G906	-0.857126871	0.006744341
G907	-0.712928577	0.006748855
G908	-0.639038451	0.006754624
G909	-1.569784019	0.006759274
G910	0.442049861	0.006785724
G911	0.811411771	0.006806676
G912	0.493324773	0.006811451
G913	-0.68848463	0.006829985
G914	4.231437259	0.006837522
G915	0.519232667	0.006853272
G916	-0.682452248	0.006854914
G917	0.510025843	0.006859593
G918	-4.58962284	0.006896286
G919	0.480538405	0.006904166
G920	-0.670190685	0.00690468
G921	0.643559439	0.006906283
G922	0.480983776	0.006906875
G923	-5.315294724	0.006939452
G924	0.531378763	0.006951858
G925	0.464270284	0.006965631
G926	-1.846257058	0.00697129
G927	0.693501542	0.006972569
G928	1.016067687	0.007003359
G929	-0.669865146	0.007021371
G930	-0.838837119	0.007032986
G931	0.423785561	0.007054343
G932	-0.884012191	0.007065114
G933	0.50041931	0.007071127
G934	-0.579199089	0.00707381
G935	0.611034993	0.007075726
G936	0.549841944	0.007102987
G937	1.155423101	0.00713086
G938	1.664581891	0.007140435
G939	1.065527953	0.007185602
G940	0.766469729	0.007201868
G941	2.814292599	0.007202052
G942	0.746583545	0.007211504
G943	-2.887404277	0.007226393
G944	1.080056248	0.00722928
G945	-1.216148981	0.007232983
G946	0.878617836	0.007236747
G947	1.012672679	0.007260525
G948	1.591666439	0.007263816
G949	0.575681552	0.007272094
G950	2.398953935	0.007274332
G951	1.032051126	0.007274741
G952	0.482561267	0.00727949
G953	-1.279077155	0.007281742
G954	0.415547732	0.007285092
G955	1.027669635	0.007288652
G956	-1.543189304	0.00730443
G957	2.035659502	0.007316147
G958	0.622364323	0.007347125
G959	-0.648938296	0.007377237
G960	0.71205066	0.007390012
G961	0.488046523	0.007414955
G962	-0.775890518	0.007427874
G963	0.822265361	0.007455428
G964	0.611750064	0.007472353
G965	-5.109938783	0.007477778
G966	-0.637336847	0.007482089
G967	0.524086952	0.007501929
G968	-1.65024308	0.007598802
G969	5.37982962	0.007604033
G970	1.085808363	0.007643824
G971	-0.590447114	0.00765195
G972	1.715823551	0.007658302
G973	0.936996783	0.007675881
G974	-0.859509337	0.007683817
G975	5.753230247	0.007707662
G976	-1.637170684	0.007718289
G977	-1.42001428	0.007739911
G978	0.75436618	0.007782759
G979	-0.59319403	0.007817519
G980	-0.491236235	0.007843951
G981	0.617129318	0.007852049
G982	0.482289278	0.007884222
G983	0.876170579	0.007893987
G984	-1.591384962	0.007930659
G985	1.126636892	0.007940789
G986	0.852396119	0.007942684
G987	1.44277773	0.007949002
G988	0.584382923	0.007964211
G989	0.407610552	0.008004577
G990	0.937057253	0.00801003
G991	0.688837116	0.008017443
G992	4.640721099	0.008039302
G993	-0.697978601	0.008043961
G994	-0.662692475	0.008052982
G995	5.614042967	0.008062932
G996	-1.428402434	0.008064967
G997	1.476709791	0.008070669
G998	0.633154436	0.008072322
G999	-0.741068314	0.008076975
G1000	-0.757751273	0.008078397
G1001	0.502698028	0.008080383
G1002	-0.478884533	0.008081716
G1003	-0.62345384	0.00809138
G1004	-1.715034031	0.008125503
G1005	2.762312103	0.008139803
G1006	-0.478110375	0.008147775
G1007	-0.612328609	0.008162191
G1008	0.540645653	0.008164648
G1009	-0.90714991	0.008178868
G1010	0.524016886	0.008194572
G1011	0.439315412	0.008197015
G1012	-0.845952326	0.008211285
G1013	-0.63244229	0.008222384
G1014	0.495392481	0.008223697
G1015	-0.454185457	0.00822945
G1016	5.313478455	0.008242694
G1017	-2.152795144	0.008245791
G1018	-0.601845339	0.008252082
G1019	0.452144243	0.0082785
G1020	-1.189298039	0.008344908
G1021	4.692033952	0.008354197
G1022	0.794503447	0.008374532
G1023	0.602693244	0.008402899
G1024	0.537766545	0.008404364
G1025	-0.419572703	0.008414421
G1026	-0.628233707	0.008466775
G1027	-0.622652559	0.008475067
G1028	-0.609786177	0.008485923
G1029	-2.61085927	0.008486557
G1030	1.045213929	0.008495074
G1031	-0.944386771	0.008503299
G1032	-0.550365363	0.008505715
G1033	1.347972791	0.008506351
G1034	-0.729656394	0.008509074
G1035	1.226457798	0.00851053
G1036	0.461629662	0.008521994
G1037	0.420115487	0.008544635
G1038	0.542928009	0.008593064
G1039	-0.809109887	0.008623359
G1040	1.905283505	0.008623472
G1041	1.588329901	0.008660126
G1042	1.276896481	0.008670781
G1043	1.229907216	0.008684359
G1044	2.309215225	0.008687692
G1045	-0.613179472	0.008699368
G1046	0.548455599	0.008706107
G1047	0.42924774	0.008719037
G1048	0.765472583	0.008735197
G1049	0.47616361	0.008760795
G1050	1.687015748	0.008766222
G1051	-0.57506975	0.008783902
G1052	-5.101526695	0.008816048
G1053	-0.523078167	0.00884581
G1054	-2.964750397	0.008849527
G1055	-1.474152975	0.008855389
G1056	1.036426475	0.008883936
G1057	0.496073331	0.008884545
G1058	-0.564689774	0.008895073
G1059	-0.93579278	0.008914278
G1060	1.326003647	0.008928125
G1061	0.496026047	0.008932941
G1062	-4.066821244	0.008962926
G1063	-3.974032097	0.008969316
G1064	-5.042973699	0.009000763
G1065	1.602564602	0.009005102
G1066	-0.529918213	0.009008911
G1067	-0.879473982	0.009011092
G1068	-0.68871277	0.009019509
G1069	-1.540974321	0.009040787
G1070	0.515135377	0.009052201
G1071	0.500325016	0.009082748
G1072	0.820635459	0.009083156
G1073	1.012070644	0.009084028
G1074	0.42463974	0.009091412
G1075	-0.783449976	0.009097995
G1076	0.999270831	0.009122734
G1077	-0.69202975	0.009123764
G1078	-1.666180505	0.009125485
G1079	-0.911000151	0.009158123
G1080	0.709164505	0.009178516
G1081	-1.133861793	0.009185974
G1082	1.193907878	0.009197203
G1083	0.725032676	0.00921209
G1084	-0.534969225	0.009225901
G1085	-0.651483214	0.009252133
G1086	1.202861753	0.009278803
G1087	0.965768706	0.009298788
G1088	-0.65117266	0.009317136
G1089	-1.284582712	0.009347397
G1090	0.519208782	0.00935671
G1091	-0.624833593	0.009394786
G1092	-2.821179631	0.009397368
G1093	0.505217576	0.009490478
G1094	1.511425413	0.009491083
G1095	0.74392742	0.00949666
G1096	0.683774298	0.009499444
G1097	-0.470028974	0.009515006
G1098	-0.620367631	0.009551417
G1099	-0.643275883	0.009556618
G1100	2.241202913	0.009579615
G1101	0.42101621	0.009580756
G1102	0.459412945	0.009588949
G1103	-2.258657635	0.00959411
G1104	0.477854416	0.009596518
G1105	-0.59106558	0.009612555
G1106	-0.57493436	0.009630615
G1107	0.554654768	0.009631504
G1108	0.61778858	0.009633103
G1109	-0.500360705	0.009635429
G1110	0.575992318	0.009636794
G1111	1.900502776	0.009638341
G1112	-0.704844857	0.009665527
G1113	1.28656182	0.009704
G1114	0.712531516	0.009747536
G1115	-1.286623126	0.009753665
G1116	0.715561718	0.009769516
G1117	-0.598674757	0.009785964
G1118	-0.595521505	0.009815487
G1119	-0.506885314	0.009832048
G1120	-1.102673133	0.009838439
G1121	-1.278420758	0.009848864
G1122	1.997959844	0.009851679
G1123	-0.575809472	0.009856017
G1124	0.983516372	0.009862002
G1125	0.423319307	0.009879453
G1126	0.766489056	0.009883178
G1127	0.94098297	0.009886982
G1128	0.6111722	0.009948976
G1129	2.153059217	0.009981228
G1130	-0.792297188	0.010006009
G1131	-1.377663382	0.010013523
G1132	-4.440214899	0.010018483
G1133	3.601195938	0.010034052
G1134	4.577997065	0.010047109
G1135	1.000293607	0.010072576
G1136	0.44418297	0.010083378
G1137	1.435179637	0.01009585
G1138	-1.159523003	0.010122527
G1139	0.539135621	0.01012598
G1140	-1.882749457	0.010126345
G1141	-0.77688373	0.010141183
G1142	-0.641993815	0.010142784
G1143	0.565408859	0.010156514
G1144	0.806751446	0.01015722
G1145	-5.381321815	0.010189101
G1146	0.682397041	0.010192336
G1147	0.715694592	0.010194563
G1148	-0.588560742	0.010217276
G1149	-0.590363466	0.010267477
G1150	0.493114752	0.010281289
G1151	0.969023398	0.010286446
G1152	0.556104814	0.010293333
G1153	-1.11843583	0.010305587
G1154	-0.730698539	0.010346132
G1155	0.709939337	0.01035921
G1156	1.317363607	0.010377403
G1157	0.428262728	0.01037764
G1158	0.443337653	0.010416089
G1159	1.57060018	0.01041707
G1160	-0.55807901	0.010445897
G1161	0.59920886	0.010446549
G1162	0.449189205	0.010466267
G1163	-0.787872239	0.010494565
G1164	-0.579488846	0.010508846
G1165	-0.611396933	0.010509738
G1166	-0.501319843	0.010514445
G1167	-0.570776839	0.010544073
G1168	-1.104905691	0.010566952
G1169	0.830833516	0.010623137
G1170	0.771077449	0.01065969
G1171	0.456732544	0.010670419
G1172	-0.552800745	0.010675238
G1173	-0.920390257	0.010676964
G1174	-0.47273095	0.010699934
G1175	2.196897617	0.010721174
G1176	1.123496056	0.010728177
G1177	0.470387109	0.010734705
G1178	0.714308223	0.010779322
G1179	-0.491519004	0.010808425
G1180	-2.087849653	0.010810457
G1181	0.482332483	0.010819827
G1182	-0.799313214	0.010826098
G1183	-0.473632149	0.010857762
G1184	-0.744025938	0.010874974
G1185	-0.578621175	0.010877952
G1186	0.664889146	0.010893965
G1187	0.506617931	0.010896727
G1188	-0.394791098	0.010899652
G1189	-0.755306879	0.010903375
G1190	0.50293782	0.010906368
G1191	-0.864313575	0.010927976
G1192	-0.49521758	0.010928573
G1193	-0.857271461	0.010947519
G1194	0.999036171	0.010958225
G1195	0.641976622	0.010988279
G1196	-0.490015288	0.010994568
G1197	-5.348391666	0.011027014
G1198	-0.484343004	0.011081879
G1199	0.920567418	0.011110481
G1200	-1.882624439	0.011114899
G1201	-0.533381381	0.0111659
G1202	0.69341062	0.011206743
G1203	-0.555735394	0.011212282
G1204	0.630802836	0.011226202
G1205	1.849968438	0.011248435
G1206	-0.737365161	0.011275589
G1207	-1.523807947	0.01133157
G1208	-0.572980377	0.011335854
G1209	0.480175182	0.011373099
G1210	-0.596801029	0.011383709
G1211	0.822182907	0.011389719
G1212	0.431491735	0.011400128
G1213	0.409126311	0.011449152
G1214	1.376007582	0.011453348
G1215	1.176591927	0.011513583
G1216	-2.425704167	0.011532565
G1217	0.628186755	0.011546729
G1218	-0.57863546	0.011551328
G1219	-5.206210185	0.01158432
G1220	-1.120560791	0.011611585
G1221	0.898565919	0.011631859
G1222	-2.224765394	0.01165018
G1223	0.438078234	0.011668256
G1224	0.57561606	0.011675139
G1225	-0.470846502	0.011736663
G1226	1.10001635	0.011737451
G1227	-1.340913891	0.011739277
G1228	-2.964045819	0.011756263
G1229	3.736899352	0.011761431
G1230	-1.103214288	0.011770384
G1231	-0.676632076	0.011811089
G1232	-0.552332493	0.011818494
G1233	0.543101124	0.011822618
G1234	5.134252213	0.011822708
G1235	-0.483218801	0.011880125
G1236	0.815709453	0.011888562
G1237	0.539158235	0.011893851
G1238	0.5797786	0.011909248
G1239	-0.708809449	0.011909435
G1240	1.396977115	0.011921418
G1241	-0.55830509	0.011934478
G1242	0.845659665	0.011956502
G1243	-1.136414057	0.011960871
G1244	-0.622904168	0.011974084
G1245	-0.908248883	0.012017351
G1246	-0.5776369	0.012020819
G1247	-0.52864327	0.012051124
G1248	-0.65976501	0.012061918
G1249	0.629575344	0.012064195
G1250	4.171062795	0.012086009
G1251	0.525172231	0.012105451
G1252	-1.056964609	0.012110146
G1253	5.22129397	0.012114937
G1254	0.942478299	0.012123917
G1255	-0.67284368	0.012128478
G1256	-0.703441753	0.012130566
G1257	-0.573718784	0.012135427
G1258	-0.632974418	0.012147308
G1259	-0.580151183	0.012147349
G1260	-0.538450677	0.012150763
G1261	0.544505047	0.012177558
G1262	-1.345188139	0.012180972
G1263	0.725317104	0.012195243
G1264	-1.394714169	0.012214654
G1265	-0.775938333	0.012221449
G1266	-2.593778805	0.01231003
G1267	0.582536753	0.012311607
G1268	3.663403061	0.012317363
G1269	0.471960931	0.012326703
G1270	0.414367874	0.01233159
G1271	1.339865487	0.012340204
G1272	0.822846854	0.012401939
G1273	-3.523024318	0.012403634
G1274	0.69274669	0.01241925
G1275	0.589515162	0.012435783
G1276	0.398296437	0.012469792
G1277	0.747725739	0.012477345
G1278	2.725053219	0.012503776
G1279	0.73495708	0.012516934
G1280	-0.90846006	0.01255601
G1281	2.406000619	0.012558693
G1282	0.896322594	0.012607157
G1283	-2.160250644	0.012611101
G1284	-0.514416664	0.012639447
G1285	-3.010149201	0.012640409
G1286	0.424459024	0.012647203
G1287	-0.597334163	0.012678568
G1288	-0.60701295	0.012704428
G1289	0.440825946	0.012729592
G1290	-0.529743785	0.012742177
G1291	0.525090893	0.012751888
G1292	-4.575366778	0.012757822
G1293	-0.423174885	0.01276905
G1294	0.482035507	0.012773159
G1295	0.718823978	0.01278043
G1296	4.087281487	0.012783067
G1297	0.560539864	0.012785521
G1298	0.53399706	0.012795268
G1299	0.592285666	0.012827186
G1300	-0.477003869	0.012833877
G1301	-1.164016286	0.012863597
G1302	-3.519550791	0.012886209
G1303	-0.828834105	0.012899164
G1304	0.461830921	0.012903331
G1305	0.642094569	0.012918662
G1306	-0.720802046	0.012949669
G1307	4.426161369	0.012960739
G1308	0.44202432	0.012965077
G1309	-1.501174665	0.012986882
G1310	0.988298006	0.013009533
G1311	-0.451814231	0.01303264
G1312	0.690855394	0.013038559
G1313	5.599472529	0.013051043
G1314	-0.806900104	0.01311514
G1315	0.948571385	0.013120584
G1316	0.47304071	0.013121547
G1317	-0.784615625	0.013155276
G1318	-0.717144489	0.013156471
G1319	-2.748038834	0.01315778
G1320	-0.67442176	0.013161145
G1321	-0.535617765	0.013167917
G1322	1.068258061	0.013178111
G1323	1.417269272	0.013180867
G1324	1.086215757	0.013183529
G1325	-0.498345125	0.013201825
G1326	0.597613079	0.013221267
G1327	0.731052487	0.013241685
G1328	-0.605414515	0.013242023
G1329	0.529862581	0.013243245
G1330	-0.527470589	0.013251449
G1331	0.961899998	0.013257867
G1332	-1.362480092	0.013259475
G1333	0.62548943	0.013277262
G1334	-0.754377582	0.013313578
G1335	0.578149174	0.013344723
G1336	-1.133437555	0.013368215
G1337	-0.514810405	0.013393962
G1338	4.843837067	0.013485126
G1339	0.592363731	0.01349274
G1340	0.465979788	0.013570466
G1341	-4.327921923	0.013621289
G1342	0.6399775	0.013628004
G1343	0.682861688	0.013635275
G1344	0.574442946	0.013638872
G1345	-1.397509846	0.013650237
G1346	-0.664353243	0.013704639
G1347	-0.961735212	0.013706028
G1348	1.209221512	0.013714363
G1349	-0.420913726	0.013726987
G1350	1.125818955	0.013737554
G1351	-1.215576392	0.013773497
G1352	-0.497279077	0.013774532
G1353	-0.948655177	0.013793425
G1354	-0.704240494	0.013799282
G1355	-0.652274889	0.013821514
G1356	-0.563577777	0.013852502
G1357	-0.668992663	0.013905332
G1358	-0.578268604	0.013914052
G1359	0.607533656	0.013916615
G1360	0.522691726	0.013919239
G1361	1.464329014	0.01393386
G1362	-3.434637859	0.013990999
G1363	0.358479736	0.013993884
G1364	0.836560998	0.014014926
G1365	0.620008402	0.014020151
G1366	0.463787174	0.01402662
G1367	-4.952603547	0.014052815
G1368	0.474590788	0.014070535
G1369	0.445663855	0.014082345
G1370	-1.537232439	0.01409989
G1371	1.387749343	0.01410161
G1372	-4.952914431	0.014113623
G1373	-4.894951706	0.014114305
G1374	0.468947029	0.01412718
G1375	-3.321636379	0.014142346
G1376	-0.513545239	0.014143382
G1377	1.220128709	0.014150399
G1378	2.415415825	0.014160361
G1379	0.49248297	0.014178435
G1380	-0.772032771	0.014181212
G1381	-2.962833679	0.014218745
G1382	-0.543629888	0.014221048
G1383	-0.862759441	0.014232277
G1384	-0.798321536	0.014239476
G1385	-0.960450755	0.01424207
G1386	0.523082977	0.014269109
G1387	-0.755503597	0.014287395
G1388	0.561443116	0.014307903
G1389	0.600303967	0.014361234
G1390	0.509737016	0.014423067
G1391	0.523823113	0.014429556
G1392	-1.063040265	0.014443247
G1393	-0.630932544	0.014446178
G1394	5.376572006	0.014448364
G1395	1.20809871	0.014461441
G1396	-2.890156058	0.014471115
G1397	-0.544577551	0.014481403
G1398	-0.619901709	0.014493465
G1399	-1.831062575	0.014493812
G1400	0.437217335	0.014499346
G1401	0.455822895	0.014504298
G1402	0.560261169	0.014513222
G1403	0.607016098	0.014513822
G1404	-0.657146689	0.014519321
G1405	0.808235957	0.014532512
G1406	0.481076073	0.014534397
G1407	-0.445947203	0.014582182
G1408	0.480996392	0.014623082
G1409	0.460832304	0.014631685
G1410	0.432319679	0.0146329
G1411	0.47448679	0.014642025
G1412	1.058238627	0.014651861
G1413	0.454913461	0.014671126
G1414	-0.747840408	0.014692733
G1415	1.048613341	0.014697837
G1416	-0.502139403	0.014698855
G1417	-0.693453613	0.014708611
G1418	-3.105894291	0.014716141
G1419	-0.626921549	0.014735971
G1420	0.443070936	0.014763108
G1421	3.962231014	0.014776991
G1422	1.517594674	0.014803514
G1423	-0.6253233	0.014838871
G1424	-0.655893871	0.014850871
G1425	0.411403156	0.014900751
G1426	1.416044891	0.014925403
G1427	-0.691483806	0.014935166
G1428	-0.541576476	0.014954179
G1429	0.724711167	0.015008002
G1430	0.988528822	0.015016694
G1431	-0.449663691	0.015035048
G1432	-1.148780333	0.015035436
G1433	-0.815796524	0.015041625
G1434	0.536908064	0.015044973
G1435	-4.966719999	0.015049958
G1436	-0.389074197	0.015052143
G1437	1.745838523	0.015072385
G1438	-0.628358985	0.015112954
G1439	4.091512534	0.015150884
G1440	0.999804122	0.015151689
G1441	-0.799024132	0.015164947
G1442	-0.561832341	0.015204706
G1443	-0.483209631	0.01520982
G1444	-0.579812237	0.015216093
G1445	0.549319991	0.015227384
G1446	-5.227934609	0.015260855
G1447	0.583746984	0.015284451
G1448	-0.454075721	0.015295203
G1449	0.875367865	0.015304669
G1450	-0.763100369	0.015323532
G1451	1.838636715	0.015328018
G1452	0.430468265	0.015376125
G1453	0.55549104	0.015378001
G1454	0.438152035	0.015400418
G1455	1.330757268	0.015410222
G1456	-0.783500008	0.015434304
G1457	-0.527124549	0.015437881
G1458	-0.57463689	0.015441523
G1459	-0.950126699	0.015450405
G1460	0.40066138	0.015485873
G1461	1.58225839	0.015491107
G1462	-2.634408409	0.015536639
G1463	0.424607891	0.015578891
G1464	-0.451034167	0.015590859
G1465	-0.571716745	0.015617424
G1466	1.001274887	0.015635078
G1467	5.782251178	0.01563635
G1468	-5.293402042	0.015670184
G1469	-0.59278528	0.015670783
G1470	-0.467954971	0.015679074
G1471	1.479474986	0.015681536
G1472	0.435899772	0.015684403
G1473	-0.508907436	0.015692197
G1474	0.509617061	0.015705904
G1475	-0.626170095	0.015721484
G1476	-0.608654223	0.01573432
G1477	-0.651792064	0.015738079
G1478	0.474317983	0.015772867
G1479	-0.406199165	0.015778463
G1480	-0.481305042	0.015789502
G1481	0.930813544	0.015793073
G1482	-0.566728407	0.01581409
G1483	0.78937303	0.015835038
G1484	0.525384982	0.01583726
G1485	0.481642607	0.015898684
G1486	0.753718819	0.015900751
G1487	-0.890364768	0.015919335
G1488	3.870660803	0.015943054
G1489	0.448070082	0.015976276
G1490	0.778522001	0.015982662
G1491	-0.431442392	0.016045609
G1492	-0.525611693	0.016069935
G1493	-1.255015051	0.016089353
